country,date,population_density,total_population,urban_population_pct,fertility_rate,age_dependency_ratio,life_expectancy,infant_mortality,gdp_per_capita,gross_capital_form_pct,inflation_rate,trade_pct_gdp,fdi_inflows_pct,country-year,gdp_growth,country_code
Australia,1995,2.34368379261419,0.008424048041447588,84.898,1.822,50.109195672058,77.8292682926829,5.8,0.2150011659369708,25.9939578014141,4.62776659959759,37.7040452075846,3.60404663129621,Australia 1995,12.788380036070057,0
Australia,1996,2.37230608021035,0.008578964794731886,84.767,1.796,50.0490001668879,78.0780487804878,5.6,0.23170681996564568,24.7885981976259,2.61538461538461,38.2330533547335,1.13717323478277,Australia 1996,7.695875153487819,0
Australia,1997,2.39811475729925,0.008718653016637323,84.636,1.778,49.9340260684314,78.4804878048781,5.4,0.24895576006996223,24.8558828020443,0.224887556221889,37.9808322779409,1.85658353264166,Australia 1997,7.378326597458917,0
Australia,1998,2.42213712039363,0.00884867290006892,84.503,1.762,49.7980120889248,78.6317073170732,5.3,0.2259459560107474,25.6440499626638,0.860134629768138,39.9927024641912,1.90095000193573,Australia 1998,-9.166251094422762,0
Australia,1999,2.44878018301811,0.00899287719350517,84.37,1.755,49.6367192474489,78.9317073170732,5.2,0.21780954816587267,26.1458941440029,1.48312940304041,39.0297954188357,0.567408043229212,Australia 1999,-3.568324160132763,0
Australia,2000,2.47696679379873,0.009145435867005752,84.235,1.756,49.4598371499961,79.2341463414634,5.1,0.23009993072951337,26.2504640290701,4.45743514797223,40.9352109785505,3.57859921888914,Australia 2000,5.58955556511509,0
Australia,2001,2.50897530687424,0.009318680402630532,84.1,1.739,49.286835461901,79.6341463414634,5.0,0.20701393310348404,23.3930636328424,4.40713536201469,44.2187044989977,2.82305214676613,Australia 2001,-9.943506480765596,0
Australia,2002,2.53767882014501,0.009474036785967126,84.222,1.756,49.0739278664306,79.9365853658537,4.9,0.21344830193239792,24.4074263067027,2.98157453936348,41.4490922022193,3.70306730541186,Australia 2002,3.0773850041434514,0
Australia,2003,2.5670355232157,0.009632928527640944,84.343,1.748,48.8445617344122,80.2390243902439,4.9,0.24971490326947926,25.9369848139976,2.73259596616786,40.2015669125448,1.92099536209977,Australia 2003,16.827490243281872,0
Australia,2004,2.5946294729443,0.009782279451737503,84.463,1.768,48.6497650677502,80.490243902439,4.8,0.3252843842253062,27.0636473789158,2.34325522482584,37.0096135930442,6.9807168533431,Australia 2004,30.013309129822762,0
Australia,2005,2.62640667508428,0.009954272028062712,84.582,1.807,48.4752997933678,80.8414634146341,4.8,0.36395807798445623,27.4568260355592,2.69183168316832,39.1607469727979,-3.60692792508376,Australia 2005,11.813954225184652,0
Australia,2006,2.66208895773401,0.010147400664594526,84.7,1.908,48.3296763998251,81.0414634146342,4.7,0.3864204301494877,27.5048144980167,3.55528773727026,41.5594471705758,4.08209296205438,Australia 2006,6.136755993570242,0
Australia,2007,2.71111802454994,0.010412768127700468,84.822,1.959,48.2183232721235,81.2926829268293,4.5,0.43372335082332186,27.5019903160907,2.32761128891475,42.0080200326348,5.19771793687634,Australia 2007,12.176031717416635,0
Australia,2008,2.76599442875181,0.010709784022824437,84.943,1.984,48.1253903251165,81.3951219512195,4.4,0.5255463696727491,28.6033151100897,4.35029854990048,42.8467764017331,4.2770159784301,Australia 2008,21.070231554758045,0
Australia,2009,2.8235883784804,0.011021508502246178,85.063,1.971,48.1482571709664,81.5439024390244,4.2,0.45245973409135765,27.3643396718515,1.77111716621253,45.7408630288694,3.11521892910031,Australia 2009,-13.85218677845197,0
Australia,2010,2.86785858401781,0.011261118857849015,85.182,1.928,48.3638611109409,81.6951219512195,4.0,0.5514848012616456,26.7843369965392,2.91834002677376,40.5215889941287,3.0948394339821,Australia 2010,21.78618847012541,0
Australia,2011,2.90798641031983,0.011478308785320024,85.3,1.926,48.7682383229883,81.8951219512195,3.8,0.6625358195961433,26.4641090007536,3.30385015608741,41.851132029052,4.68881515477357,Australia 2011,20.061371366296154,0
Australia,2012,2.95920036968095,0.011755501874111562,85.402,1.92,49.3289726898378,82.0463414634146,3.6,0.7205752023064497,27.7160970136026,1.76278015613196,43.1642964994556,3.72019933653419,Australia 2012,8.732881300955174,0
Australia,2013,3.01057352615753,0.012033556609624185,85.502,1.855,49.9243673123919,82.1487804878049,3.5,0.7218260363671434,27.873484896287,2.44988864142539,41.2728790174276,3.45392766613525,Australia 2013,0.173090636382911,0
Australia,2014,3.05581479504836,0.012278422798865062,85.602,1.826,50.4910608998852,82.3,3.4,0.6618828100624314,26.7273294554667,2.48792270531401,42.4840230270994,4.30470664387579,Australia 2014,-8.280621174281954,0
Australia,2015,3.10011259648803,0.012518182515960024,85.701,1.814,51.0633010294012,82.4,3.3,0.6002575424519003,26.2736236773973,1.5083667216592,41.6639319280984,3.47020901785018,Australia 2015,-9.28155016106842,0
Australia,2016,3.14493553058884,0.012782321269432621,85.8,1.752,51.6034455745862,82.4487804878049,3.2,0.5275289659192658,25.4481836814214,1.2769909449733,40.974079475775,3.56056595221134,Australia 2016,-12.074555854779678,0
Australia,2017,3.19715601363491,0.01306531972942757,85.904,1.741,52.0424214921712,82.5,3.2,0.5701372533194826,24.1763030856454,1.94864740944521,42.2037316765804,3.63608951454837,Australia 2017,8.04536190980456,0
Australia,2018,3.24534491589985,0.013326469843986954,86.012,1.74,52.4455151692804,82.7487804878049,3.2,0.6051131543996886,24.6464120040498,1.91140094445694,43.7360650798433,4.25033304779982,Australia 2018,6.112435508457503,0
Australia,2019,3.29365056253104,0.013588252631281855,86.124,1.657,52.9197584315896,82.9,3.2,0.5815066218128669,23.391288227558,1.6107678729038,46.1875018936291,2.78196787472132,Australia 2019,-3.88786607453675,0
Australia,2020,3.33452695130798,0.01380977404202454,86.241,1.581,53.6061246381616,83.2,3.2,0.5477360997199047,22.4277286299436,0.846905537459283,44.6644560654359,1.35325605506287,Australia 2020,-5.786802367466426,0
Australia,2021,3.33922844714392,0.013835252858068258,86.362,1.7,54.2558157593525,83.3,3.2,0.6413273785586285,22.9372400904775,2.86391042204996,40.3024802691697,2.0246819461122,Australia 2021,17.022545863464856,0
Australia,2022,3.38199835673854,0.014067035826041248,86.488,1.63,54.5847729738097,83.2,3.2,0.6879225437189853,23.7681889552934,6.59409671341846,45.8217702307271,4.16149504206489,Australia 2022,7.242032088376527,0
Brazil,1980,14.5017265803157,0.08113391214880414,65.468,4.037,72.2351137984829,61.819,76.5,0.018720106907984226,23.1135062558596,,20.1554074919697,0.804992588829738,Brazil 1980,,1
Brazil,1981,14.8433872847308,0.08314581708403299,66.37,3.943,71.4984823331547,62.267,73.3,0.02000607625962943,23.580302746211,101.725072957927,19.6329239927092,0.976686740403903,Brazil 1981,6.1849917522963205,1
Brazil,1982,15.1855741827727,0.08516082056568812,67.262,3.838,70.8941151195577,62.708,70.2,0.02062089945403914,21.8998565393313,100.54335919485,16.4911703717319,1.07255754578395,Brazil 1982,2.7848102706479194,1
Brazil,1983,15.5285837518874,0.0871806684323426,68.142,3.723,70.3808117213318,63.133,67.3,0.013440710542152637,17.8825127668248,135.027682230473,21.9003525232033,0.848375851273491,Brazil 1983,-31.641153028523682,1
Brazil,1984,15.8718164567715,0.08920183025740659,69.01,3.6,69.8826542101037,63.553,64.7,0.012999897775029107,17.4692254111657,192.121733132051,23.8300746657723,0.846341838863818,Brazil 1984,-2.841684549735657,1
Brazil,1985,16.2136067354699,0.0912144982044089,69.862,3.48,69.3438451227219,63.98,62.3,0.01444787120333297,20.299093219092,225.989665211895,20.4497665840761,0.683327514048415,Brazil 1985,9.607321353033882,1
Brazil,1986,16.551095100106,0.09320183387871823,70.703,3.361,68.7529246476102,64.389,60.1,0.017610398318930333,19.9608396615159,147.142826237604,15.8606541452464,0.134512965266612,Brazil 1986,19.144164564968946,1
Brazil,1987,16.8823379364308,0.09515239210373276,71.529,3.232,68.0881638344506,64.785,58.1,0.019223620620036536,23.1736016647865,228.336162575513,16.2623973390749,0.412991260987785,Brazil 1987,8.196408625697217,1
